Name	Set	ImageFile	Name DE	Type	Subtypes	Rarity	Color	Cost	Inkwell	Strength	Willpower	Quest	Abilities	Identifier	Rules	Flavor	Number	Artist
He's Got a Sword!	1	91dfde1d6e005e422f64a59776234f1f4c80b5e4	Er hat ein Schwert!	Action		COMMON	RUBY	1	True					1 TFC DE 132/204	Gib einem Charakter deiner Wahl in diesem Zug +2.	Wir haben auch Schwerter! - Rasul	132	Koni
Tangle	1	d30f79cf7fef47bd7a5611719f936539bec0d2e9	Einwickeln	Action		COMMON	RUBY	2	True					1 TFC DE 133/204	Alle gegnerischen Mitspielenden verlieren je 1 Legende.	Bleib genau dort! Ich meine, du hast keine andere Wahl, schatze ich. Aber trotzdem! Beweg dich nicht! - Rapunzel	133	Eri Welli
Poisoned Apple	1	95e815d1541bf6f358cfffbe66ab3af0d0c09d09	Vergifteter Apfel	Item		RARE	RUBY	3	False					1 TFC DE 134/204	BEISS MAL AB ... 1 , Verbanne diesen Gegenstand erschopfe einen Charakter deiner Wahl. Wenn du eine Prinzessin wahlst, verbanne sie stattdessen.	Ein Biss von dem giftigen Apfel und die Augen werden sich fur immer schliessen ... - Die Konigin	134	Andrew Trabbold
Shield of Virtue	1	40f7c01f4189510031adccd9c604a128adaf9b00	Schild der Tugend	Item		UNCOMMON	RUBY	1	True					1 TFC DE 135/204	FEUERFEST Mache einen Charakter deiner Wahl bereit. Er kann in diesem Zug nicht mehr erkunden.	Wappnet Euch mit diesem Schild der Tugend und das erzne Schwert der Wahrheit geb Euch Kraft. - Flora	135	Eri Welli
Sword of Truth	1	9e071a3a594a8964cbefe784f8a6afaa94c0de17	Schwert der Wahrheit	Item		RARE	RUBY	4	False					1 TFC DE 136/204	LETZTER ZAUBER Verbanne diesen Gegenstand verbanne eine Schurkin oder einen Schurken deiner Wahl.	Fast so machtig wie der Kuss der wahren Liebe.	136	Andrew Trabbold
Ariel, Whoseit Collector	1	e1a864f0b77f6c89794827a9035355dc8d052622	Arielle, Krimskrams-Sammlerin	Character	Prinzessin, Heldin, Sagengestalt	RARE	SAPPHIRE	4	False	3	3	1		1 TFC DE 137/204	SIEHST DU DEN KRAM? Jedes Mal, wenn du einen Gegenstand ausspielst, darfst du diesen Charakter bereit machen.	Willst'n paar Dingsbumse? Ich hab viele.	137	Hedvig Haggman Sund
Aurora, Briar Rose	1	56ad4d4deaec98465c419b4a8ea7bfc1ed38c4d9	Aurora, Roschen	Character	Prinzessin, Heldin, Sagengestalt	COMMON	SAPPHIRE	4	True	2	5	1		1 TFC DE 138/204	ENTWAFFNENDE SCHONHEIT Wenn du diesen Charakter ausspielst, gib einem Charakter deiner Wahl in diesem Zug -2.	Solch einen seltsamen Gesang hab ich noch niemals gehort. Die Stimme war so wundervoll ... - Prinz Phillip	138	Rosalia Radosti
Aurora, Dreaming Guardian	1	fa755791d0509bb06ae715a2072de724815ed84d	Aurora, Wachterin der Traume	Character	Flutgestalt, Heldin, Prinzessin	SUPER	SAPPHIRE	5	True	3	5	2	Gestaltwandel	1 TFC DE 139/204	Gestaltwandel 3 (Du kannst 3 zahlen, um diesen Charakter auf einen deiner Aurora-Charaktere auszuspielen.) SCHUTZENDE UMARMUNG Deine anderen Charaktere erhalten Behutet. (Gegnerische Karten konnen diese Charaktere nicht auswahlen, ausser um sie herauszufordern.)	Wahrend die Prinzessin schlummerte, erwachte ihre Macht.	139	Nicholas Kole
Aurora, Regal Princess	1	c28aca23f1ef3718a464383d925c66842078edaa	Aurora, Vornehme Prinzessin	Character	Prinzessin, Heldin, Sagengestalt	UNCOMMON	SAPPHIRE	2	True	2	2	2		1 TFC DE 140/204		Es heisst, wenn man etwas Bestimmtes immer wieder traumt, erfullt sich der Traum!	140	Samanta Erdini
Belle, Inventive Engineer	1	c9ca442765657fc90e9e779c34d0d2259d2c3c5b	Belle, Ideenreiche Ingenieurin	Character	Traumgestalt, Erfinderin, Prinzessin, Heldin	UNCOMMON	SAPPHIRE	3	True	2	3	2		1 TFC DE 141/204	TUFTELN Jedes Mal, wenn dieser Charakter erkundet, zahlst du 1 weniger fur den nachsten Gegenstand, den du in diesem Zug ausspielst.	Mit ein wenig Einfallsreichtum und viel Herz kommt man weit in dieser Welt.	141	Gabriel Romero / Pix Smith
Belle, Strange but Special	1	2a2b47bf21a372f267deccbb420567f3d450b3c0	Belle, Eine ganz besondere Mademoiselle	Character	Prinzessin, Heldin, Sagengestalt	LEGENDARY	SAPPHIRE	4	True	2	4	1		1 TFC DE 142/204	LIES EIN BUCH! Du darfst in deinem Zug 1 zusatzliche Karte aus deiner Hand verdeckt in deinen Tintenvorrat legen. MEIN LIEBLINGSBUCH Solange du 10 oder mehr Karten in deinem Tintenvorrat hast, erhalt dieser Charakter +4.	Ferne Lander, mutige Schwertkampfe, Verzauberungen, ein verkleideter Prinz ...	142	Alice Pisoni
Chief Tui, Respected Leader	1	f47aea8bdcbd1179a1f3d91e6afeeb259488f2d1	Tui, Respektierter Anfuhrer	Character	Konig, Sagengestalt, Mentor	UNCOMMON	SAPPHIRE	7	True	3	6	3	Unterstutzen	1 TFC DE 143/204	Unterstutzen (Jedes Mal, wenn dieser Charakter erkundet, darfst du seine eines anderen Charakters deiner Wahl addieren.)	Du kannst dich immer auf die Kraft derer verlassen, die dich lieben.	143	Pirel
Donald Duck, Strutting His Stuff	1	7320828c9153b2a9848d6bc45d3544236b22fc48	Donald Duck, Stolziert umher	Character	Held, Traumgestalt, Erfinder	COMMON	SAPPHIRE	5	True	4	3	2	Behutet	1 TFC DE 144/204	Behutet (Gegnerische Karten konnen diesen Charakter nicht auswahlen, ausser um ihn herauszufordern.)	Bewege dich schlauer, nicht schneller.	144	Cam Kendell
Flounder, Voice of Reason	1	50336bc687eb161ee9fb0ddb8cf2b7e65bad865f	Fabius, Stimme der Vernunft	Character	Verbundeter, Sagengestalt	COMMON	SAPPHIRE	1	True	2	2	1		1 TFC DE 145/204		Spannung... Abenteuer... Gefahr, die hinter jeder Ecke lau... UUAAAHHH!	145	Brian Weisz
Gramma Tala, Storyteller	1	3fcfb99ec010d4a8ba364f43169465d91ca39ada	Gramma Tala, Geschichtenerzahlerin	Character	Mentorin, Sagengestalt	UNCOMMON	SAPPHIRE	2	True	1	1	1		1 TFC DE 146/204	ICH WERDE DICH BEGLEITEN Wenn dieser Charakter verbannt wird, darfst du diese Karte verdeckt und erschopft in deinen Tintenvorrat legen.	Vaiana: Gibt es irgendwas, das du mir sagen willst? Gramma Tala: Gibt es irgendwas, das du horen willst?	146	Filipe Laurentino
Hades, Infernal Schemer	1	b3c0730cf3f50613e40561e67c871fdb92820cf9	Hades, Hollischer Intrigant	Character	Gottheit, Schurke, Traumgestalt	LEGENDARY	SAPPHIRE	7	False	3	6	2		1 TFC DE 147/204	KONNTE DA EIN HAKEN SEIN? Wenn du diesen Charakter ausspielst, darfst du einen gegnerischen Charakter deiner Wahl verdeckt in den zugehorigen Tintenvorrat legen.	Sieh mal, der muss doch eine Schwache haben, weil, wie wir wissen, jeder eine Schwache hat.	147	Matthew Robert Davies
Jasmine, Disguised	1	536fb6934062440c464ca2eef82b0be8e6b36cc8	Jasmin, Verkleidet	Character	Prinzessin, Sagengestalt	COMMON	SAPPHIRE	3	True	3	3	2		1 TFC DE 148/204		Versuch mich doch zu verstehen. Ich habe noch nie etwas alleine unternommen. Ich habe nicht mal richtige Freunde ... Ich habe noch nicht mal den Palast von aussen gesehen.	148	R. La Barbera / L. Giammichele
Jasmine, Queen of Agrabah	1	39dfc9ffd3253c48c9af5dd55c4b3e4b4b5e6229	Jasmin, Konigin von Agrabah	Character	Flutgestalt, Konigin, Prinzessin, Heldin	RARE	SAPPHIRE	5	True	2	5	2	Gestaltwandel	1 TFC DE 149/204	Gestaltwandel 3 (Du kannst 3 zahlen, um diesen Charakter auf einen deiner Jasmin-Charaktere auszuspielen.) FURSORGE Wenn du diesen Charakter ausspielst und jedes Mal, wenn er erkundet, darfst du bis zu 2 Schaden von jedem deiner Charaktere entfernen.		149	Filipe Laurentino
Maleficent, Sinister Visitor	1	13682ac418603aa0966369d46bbf282f562acf47	Malefiz, Boser Besuch	Character	Magierin, Sagengestalt, Schurkin	COMMON	SAPPHIRE	4	True	3	4	2		1 TFC DE 150/204		Die Prinzessin soll strahlend und schon wie eine Rose erbluhen. Und von einem jeden geliebt werden, der ihr begegnet. Jedoch, bevor noch die Sonne an ihrem 16. Geburtstag untergeht, soll sie sich mit der Spindel eines Spinnrades in den Finger stechen...	150	Nicholas Kole
Maleficent, Uninvited	1	b16a457a3302d7c1f4563df2ffc96dccf3779af7	Malefiz, Nicht eingeladen	Character	Magierin, Traumgestalt, Schurkin	RARE	SAPPHIRE	5	True	3	6	3		1 TFC DE 151/204		Sie hatte keine Einladung und brauchte keine Vorstellung.	151	Gaku Kumatori
Maurice, World-Famous Inventor	1	ac2646028f5b8b9bbf7a967f4ac71b8866135211	Maurice, Weltberuhmter Erfinder	Character	Mentor, Traumgestalt, Erfinder	RARE	SAPPHIRE	6	True	2	7	2		1 TFC DE 152/204	VERSUCH'S DOCH MAL Jedes Mal, wenn dieser Charakter erkundet, zahlst du 2 weniger fur den nachsten Gegenstand, den du in diesem Zug ausspielst. ES FUNKTIONIERT! Jedes Mal, wenn du einen Gegenstand ausspielst, darfst du 1 Karte ziehen.		152	Alex Accorsi
Merlin, Self-Appointed Mentor	1	a6f16ab483da9847d431a822e6c85e144dc54f30	Merlin, Selbsternannter Mentor	Character	Traumgestalt, Magier, Mentor	COMMON	SAPPHIRE	4	True	3	4	1	Unterstutzen	1 TFC DE 153/204	Unterstutzen (Jedes Mal, wenn dieser Charakter erkundet, darfst du seine eines anderen Charakters deiner Wahl addieren.)	Was fur eine mittelalterliche Wirtschaft. Das werden wir jetzt modernisieren.	153	Dave Beauchene
Mickey Mouse, Detective	1	06349be70bd2d5dd98d36b9b8dba0a057500fdac	Micky Maus, Detektiv	Character	Held, Traumgestalt, Detektiv	COMMON	SAPPHIRE	3	False	1	3	1		1 TFC DE 154/204	FINDE EINEN HINWEIS Wenn du diesen Charakter ausspielst, darfst du die oberste Karte deines Decks verdeckt und erschopft in deinen Tintenvorrat legen.	Wo auch immer das Seegras herkam, Micky war sich einer Sache sicher: Irgendetwas war hier faul.	154	Jared Nickerl
Mufasa, King of the Pride Lands	1	9d8974baddfc0e53300829f37e5fc88b0f5ce61b	Mufasa, Konig des Geweihten Landes	Character	Konig, Sagengestalt, Mentor	COMMON	SAPPHIRE	6	True	4	6	3		1 TFC DE 155/204		Ein Konig muss sich um alle Lebewesen in seinem Konigreich kummern, unabhangig von ihrer Grosse.	155	Luis Huerta
Philoctetes, Trainer of Heroes	1	6052521b7625e31d4ee9cc706732484fcf850877	Phil, Trainer der Helden	Character	Sagengestalt, Mentor	COMMON	SAPPHIRE	2	True	3	1	1	Unterstutzen	1 TFC DE 156/204	Unterstutzen (Jedes Mal, wenn dieser Charakter erkundet, darfst du seine eines anderen Charakters deiner Wahl addieren.)	Man muss der Beste sein, um die Besten zu trainieren. Und ich trainiere die Besten!	156	Leonardo Giammichele
Robin Hood, Unrivaled Archer	1	097ccd4f03d962011101c1221009e53461a0993f	Robin Hood, Unubertroffener Bogenschutze	Character	Sagengestalt, Held	SUPER	SAPPHIRE	6	True	4	4	2		1 TFC DE 157/204	DEN ARMEN HELFEN Wenn du diesen Charakter ausspielst und mindestens eine gegnerische Person mehr Karten auf der Hand hat als du, ziehe 1 Karte. GUTER SCHUTZE In deinem Zug erhalt dieser Charakter Wendig. (Er kann Charaktere mit Wendig herausfordern.)	Sind wir Rauber? Oh nein, wir borgen nur von denen, die zu viel besitzen.	157	John Loren
Scar, Mastermind	1	a3d12597f93e80f7f6a229cebb1c3e10d4f34ec3	Scar, Drahtzieher	Character	Sagengestalt, Schurke	RARE	SAPPHIRE	6	True	5	4	2		1 TFC DE 158/204	HEIMTUCKISCHER PLAN Wenn du diesen Charakter ausspielst, gib einem gegnerischen Charakter deiner Wahl in diesem Zug -5.	Die besten Plane beinhalten ein gewisses Risiko. Nur nicht fur mich.	158	Bill Robinson
Tamatoa, So Shiny!	1	6b6277afcb65d33525545904e95c2fa240632660	Tamatoa, So glanzend!	Character	Sagengestalt, Schurke	SUPER	SAPPHIRE	8	True	5	8	1		1 TFC DE 159/204	WAS HABEN WIR DENN HIER? Wenn du diesen Charakter ausspielst und jedes Mal, wenn er erkundet, darfst du 1 Gegenstandskarte aus deinem Ablagestapel zuruck auf deine Hand nehmen. GLAMOUROS Dieser Charakter erhalt +1 fur jeden Gegenstand, den du im Spiel hast.	Ich bin glanzend, funkle wie ein ungeschliff'ner Diamant.	159	Leonardo Giammichele
Triton, The Sea King	1	be057d4ca44c10a0fc1dfcffd99cce1490291dc7	Triton, Konig Triton	Character	Sagengestalt, Konig	UNCOMMON	SAPPHIRE	7	True	5	9	2		1 TFC DE 160/204		Ist ,Weil ich es sage' nicht Grund genug?	160	Cristian Romero
Develop Your Brain	1	0159a99ed28b0581890608d24ada9decc4874197	Entwickle dein Gehirn	Action		COMMON	SAPPHIRE	1	True					1 TFC DE 161/204	Schaue dir die obersten 2 Karten deines Decks an. Nimm 1 davon auf deine Hand und lege die andere unter dein Deck.	Wissen und Weisheit -- darin liegt die wahre Kraft! -- Merlin	161	Pao Yong
If it's Not Baroque	1	ae1e7198bc3074ff1b2e9ff520c30bc1898d038e	Ist es nicht Barock	Action		RARE	SAPPHIRE	3	False					1 TFC DE 162/204	Nimm 1 Gegenstandskarte aus deinem Ablagestapel zuruck auf deine Hand.	... kriege keinen Schock.	162	Kenneth Anderson
Let It Go	1	fd93751649ac3ea8f8772ba49c8c1fe068002835	Lass jetzt los	Action	Lied	RARE	SAPPHIRE	5	True					1 TFC DE 163/204	(Du kannst einen Charakter, der 5 oder mehr kostet, , damit er dieses Lied kostenlos singt.) Lege einen Charakter deiner Wahl verdeckt und erschopft in den zugehorigen Tintenvorrat.	Was ich wohl alles machen kann, die Kraft in mir treibt mich voran.	163	Milica Celikovic
One Jump Ahead	1	a929eb33e338738d2a91e955ce7623764480253c	Schnell weg!	Action	Lied	UNCOMMON	SAPPHIRE	2	False					1 TFC DE 164/204	(Du kannst einen Charakter, der 2 oder mehr kostet, , damit er dieses Lied kostenlos singt.) Lege die oberste Karte deines Decks verdeckt und erschopft in deinen Tintenvorrat.	Wenn die Mause fehl'n, muss man eben stehl'n. Und ich sag euch Wiederseh'n, ich komm zu spat!	164	Bill Robinson
Work Together	1	74cbd2c215c2c13c4b6110ada96de8891b355dda	Teamwork	Action		COMMON	SAPPHIRE	1	True					1 TFC DE 165/204	Ein Charakter deiner Wahl erhalt in diesem Zug Unterstutzen. (Jedes Mal, wenn der Charakter erkundet, darfst du seine eines anderen Charakters deiner Wahl addieren.)	Patcha: Leg dich voll ins Zeug! Kusco: Das ist mein ganzes Zeug!	165	Bill Robinson
Coconut Basket	1	69e56976fc9bee70c1d2eaa85c0c8dea9f722a2f	Kokosnusskorb	Item		UNCOMMON	SAPPHIRE	2	True					1 TFC DE 166/204	DENK NUR AN DIE KOKOSNUSS Jedes Mal, wenn du einen Charakter ausspielst, darfst du bis zu 2 Schaden von einem Charakter deiner Wahl entfernen.	Die Kokosnuss ist ein vielseitiges Geschenk der Gotter, aus dem man fast alles herstellen kann -- auch Korbe, um mehr Kokosnusse zu transportieren.	166	Milica Celikovic
Eye of the Fates	1	708a77db476d737e54b8bf4663fc79b346d696d2	Auge der Moiren	Item		UNCOMMON	SAPPHIRE	4	True					1 TFC DE 167/204	DIE ZUKUNFT OFFENBAREN.	Du kannst die Zukunft verandern, wenn du weisst, nach was du suchst.	167	Ron Baird
Fishbone Quill	1	f76b2ea6b45eff3bc8e4399145cc17a0601f5c8d	Fischgratenfeder	Item		RARE	SAPPHIRE	3	True					1 TFC DE 168/204	UNTERSCHREIB DIE ROLLE, LOS! Lege 1 beliebige Karte aus deiner Hand verdeckt in deinen Tintenvorrat.	Mein Sonderangebot ist nur kurze Zeit zu haben. -- Ursula	168	Tanisha Cherislin
Magic Golden Flower	1	2659fc519890c924f82b4475ddd71b058178d02b	Magische Goldene Blume	Item		COMMON	SAPPHIRE	1	True					1 TFC DE 169/204	HEILENDER BLUTENSTAUB Verbanne diesen Gegenstand entferne bis zu 3 Schaden von einem Charakter deiner Wahl.	Es war einmal ein kleiner Tropfen Sonnenlicht, der vom Himmel herabfiel ... - Flynn Rider	169	Cory Godbey
Scepter of Arendelle	1	717b2f3d8816830549097908c134e1729c516542	Zepter von Arendelle	Item		UNCOMMON	SAPPHIRE	1	True					1 TFC DE 170/204	BEFEHL eines anderen Charakters deiner Wahl addieren.)		170	Grace Tran
Aladdin, Cornered Swordsman	1	94940e534aedd3f6d9bb77c6322f6641dbb7432a	Aladdin, Schwertkampfer in Bedrangnis	Character	Sagengestalt, Held	COMMON	STEEL	2	True	2	1	2		1 TFC DE 171/204		Oh ho! Der Strassenjunge hat also ein Schwert und ein Ruckgrat! - Rasul	171	Randy Bishop
Beast, Hardheaded	1	c1aa04bf421e5b38c3d18933e9994d3f289def65	Biest, Dickkopfig	Character	Held, Prinz, Sagengestalt	UNCOMMON	STEEL	5	True	4	4	2		1 TFC DE 172/204	ZERFETZEN Wenn du diesen Charakter ausspielst, darfst du einen Gegenstand deiner Wahl verbannen.	Sie wird nie etwas anderes in mir sehen ... als ein Monstrum.	172	Cookie
Captain Hook, Captain of the Jolly Roger	1	572e20738130fddc7c389f2ab14f4e4b22a97c39	Kapt'n Hook, Kapitan der Jolly Roger	Character	Pirat, Schurke, Kapitan, Sagengestalt	RARE	STEEL	4	False	3	4	1		1 TFC DE 173/204	"DOPPELTE LADUNG! Wenn du diesen Charakter ausspielst, darfst du 1 ,,Feuert die Kanonen!""-Aktionskarte aus deinem Ablagestapel zuruck auf deine Hand nehmen."	Der Augenblick der Rache ist gekommen. Wir werden sie rupfen wie die Huhner!	173	Adrianne Gumaya
Captain Hook, Forceful Duelist	1	d094700e379f0fb3b543e25c77f8e4b3e068f057	Kapt'n Hook, Machtiger Duellant	Character	Pirat, Schurke, Kapitan, Traumgestalt	COMMON	STEEL	1	True	1	2	1	Herausfordern	1 TFC DE 174/204	Herausfordern +2 (Wahrend dieser Charakter herausfordert, erhalt er +2.)	Er liebt es, die missliche Lage des Gegners zu erhellen.	174	Marcel Berg
Captain Hook, Thinking a Happy Thought	1	04f1241ed2b1b531c2c853ce1eeff952cd0f40f3	Kapt'n Hook, Ein feiner Gedanke	Character	Pirat, Flutgestalt, Schurke, Kapitan	RARE	STEEL	5	False	2	5	1	Gestaltwandel	1 TFC DE 175/204	Gestaltwandel 3 (Du kannst 3.) GESTOHLENER GLANZ Charaktere, die 3 oder weniger kosten, konnen diesen Charakter nicht herausfordern.		175	Elliot Bocxtaele
Cerberus, Three-Headed Dog	1	5c8f5ac0b7ad23c110793ad1fcf4d3c8d41344d5	Zerberus, Dreikopfiger Hund	Character	Sagengestalt	COMMON	STEEL	5	True	5	6	1		1 TFC DE 176/204		Immer wachsam. Immer wutend. Immer im Kampf um den Ball.	176	Oleg Yurkov
Donald Duck, Musketeer	1	26e7458dc56ab2830fadba7bd2c1aa10e981518d	Donald Duck, Musketier	Character	Held, Musketier, Traumgestalt	UNCOMMON	STEEL	4	True	2	5	1	Beschutzen	1 TFC DE 177/204	Beschutzen (Du darfst diesen Charakter erschopft ausspielen. Gegnerische Charaktere mussen beim Herausfordern zuerst deine Charaktere mit Beschutzen wahlen, wenn moglich.) BLEIB AUF DER HUT! Deine Musketiere erhalten in deinem Zug Wendig. (Sie konnen Charaktere mit Wendig herausfordern.)		177	Dav Augereau
Gantu, Galactic Federation Captain	1	25293f2761d658cc70c19515861842d712751bdc	Gantu, Kapitan der Galaktischen Foderation	Character	Alien, Kapitan, Sagengestalt	LEGENDARY	STEEL	8	True	6	6	2		1 TFC DE 178/204	NEHMT IHN FEST! Charaktere, die 2 oder weniger kosten, konnen deine Charaktere nicht herausfordern.	Also entspann dich und geniesse die Reise... und komm ja nicht auf dumme Gedanken!	178	Luis Huerta
Goons, Maleficent's Underlings	1	9e44d2771c052d44058245eda6cb334689ca78cc	Gesindel, Malefiz' Handlanger	Character	Verbundeter, Sagengestalt	COMMON	STEEL	1	True	2	2	1		1 TFC DE 179/204		Sie mogen nutzlos sein, aber sie waren Teil des Schlosses.	179	Cam Kendell
Hans, Thirteenth in Line	1	ec7f1f65067126f3b2bd1037de8a18d0db2ec84b	Hans, Dreizehnter in der Thronfolge	Character	Prinz, Schurke, Sagengestalt	SUPER	STEEL	4	True	3	3	2		1 TFC DE 180/204	KLEINER UNFALL Jedes Mal, wenn dieser Charakter erkundet, darfst du einem Charakter deiner Wahl 1 Schaden zufugen.	Er hatte genug davon, der Letzte zu sein, und beschloss, die Linie zu durchbrechen.	180	Kendall Hale
Hercules, True Hero	1	aee544ceddfe7ab69a02f82bdf8ce6ea3862ff02	Hercules, Wahrer Held	Character	Held, Prinz, Traumgestalt	COMMON	STEEL	3	True	3	3	1	Beschutzen	1 TFC DE 181/204	Beschutzen (Du darfst diesen Charakter erschopft ausspielen. Gegnerische Charaktere mussen beim Herausfordern zuerst deine Charaktere mit Beschutzen wahlen, wenn moglich.)	Jetzt musst du's zugeben: Das war ziemlich heldenhaft.	181	Marcel Berg
Kristoff, Official Ice Master	1	58f0744907ea8bd8e0f51e568f1536289ceb40a5	Kristoff, Offizieller Eismeister	Character	Verbundeter, Sagengestalt	COMMON	STEEL	3	True	3	3	2		1 TFC DE 182/204		Kristoff: Was heisst hier Angebot und Nachfrage? Ich verdien meine Brotchen mit dem Verkauf von Eis. Anna: Uh, das ist wohl grad eine hart umkampfte Branche, was? Ich meine, das ist wirklich -- ahm, grosses Pech.	182	Ron Baird
Kronk, Right-Hand Man	1	dc685e2c3fd7a3a63944383a54aa249ea27f5fdd	Kronk, Rechte Hand	Character	Verbundeter, Sagengestalt	UNCOMMON	STEEL	6	True	6	6	2		1 TFC DE 183/204		Oh ja, es kommt alles zusammen!	183	Jake Parker
Lilo, Galactic Hero	1	bcf814ab41506290ab1b8158ebda6ee61b4bb579	Lilo, Galaktische Heldin	Character	Traumgestalt, Heldin	UNCOMMON	STEEL	3	True	4	2	2		1 TFC DE 184/204		Der Weltraum. Von dort kommen die Aliens. Und auch Touristen!	184	Jared Nickerl
Maui, Demigod	1	cfa2ed2aac6d61f44ca9cba73e1e8946b7cd7d22	Maui, Halbgott	Character	Held, Gottheit, Sagengestalt	RARE	STEEL	8	True	8	8	3		1 TFC DE 185/204		Wenn die Gotter dir ein Boot schenken, nimmst du es.	185	Isaiah Mesq
Mickey Mouse, Musketeer 	1	87d538ef1c1db71603e60f278446c86470162380	Micky Maus, Musketier	Character	Held, Musketier, Traumgestalt	RARE	STEEL	6	True	2	7	2	Beschutzen	1 TFC DE 186/204	Beschutzen (Du darfst diesen Charakter erschopft ausspielen. Gegnerische Charaktere mussen beim Herausfordern zuerst deine Charaktere mit Beschutzen wahlen, wenn moglich.) ALLE FUR EINEN Deine anderen Musketiere erhalten +1.		186	Jochem Van Gool
Prince Eric, Dashing and Brave	1	f67462663a512121ffada791890b558ee8b38773	Prinz Eric, Elegant und kuhn	Character	Held, Prinz, Sagengestalt	COMMON	STEEL	2	True	1	3	1	Herausfordern	1 TFC DE 187/204	Herausfordern +2 (Wahrend dieser Charakter herausfordert, erhalt er +2.)	Ich habe sie schon einmal verloren, Grim, das passiert mir kein zweites Mal!	187	Cristian Romero
Simba, Future King	1	acf1fffc01dc0193aa07d0b1de723c292a2c826d	Simba, Zukunftiger Konig	Character	Held, Prinz, Sagengestalt	COMMON	STEEL	1	True	1	2	1		1 TFC DE 188/204	WEISST DU WAS? Wenn du diesen Charakter ausspielst, darfst du 1 Karte ziehen. Wahle danach 1 Karte aus deiner Hand und wirf sie ab.	Ich werde der beste Konig sein, den das Geweihte Land je gesehen hat!	188	Nicholas Kole
Simba, Returned King	1	e54183e2a040e6c09e61eb22d542e3d57074b351	Simba, Zuruckgekehrter Konig	Character	Konig, Held, Sagengestalt	RARE	STEEL	7	True	4	6	2	Herausfordern	1 TFC DE 189/204	Herausfordern +4 (Wahrend dieser Charakter herausfordert, erhalt er +4.) KATZENSPRUNG In deinem Zug erhalt dieser Charakter Wendig. (Er kann Charaktere mit Wendig herausfordern.)	Ich werde alles tun, um mein Konigreich zu retten.	189	Nicholas Kole
Simba, Rightful Heir	1	3a2dc677d8e85ac856541744e288d504882feb36	Simba, Rechtmassiger Thronfolger	Character	Held, Prinz, Sagengestalt	UNCOMMON	STEEL	5	False	3	5	2		1 TFC DE 190/204	ICH WEISS, WAS MEINE PFLICHT IST Jedes Mal, wenn dieser Charakter in deinem Zug durch eine Herausforderung einen anderen Charakter verbannt, sammelst du 1 Legende.	Ich kann mich nicht mehr verstecken. Es ist Zeit, meine Bestimmung zu akzeptieren.	190	Cookie
Starkey, Hook's Henchman	1	2fcc820fc1d95b1e8a3a219c7e3689bb8d65042c	Starkey, Hooks Handlanger	Character	Pirat, Sagengestalt, Verbundeter	UNCOMMON	STEEL	5	True	5	4	1		1 TFC DE 191/204	AYE, AYE, KAPT'N Dieser Charakter erhalt +1 , solange du mindestens eine Kapitanin oder einen Kapitan im Spiel hast.	Ein Pirat muss knallhart, loyal und stark sein. Klug steht nicht einmal auf der Liste.	191	Leonardo Giammichele
Te Ka, Heartless	1	19a448c01aa2e7d55979473b647e282459995b85	Te Ka, Herzlos	Character	Gottheit, Traumgestalt, Schurkin	LEGENDARY	STEEL	6	True	5	5	2		1 TFC DE 192/204	SUCHE DAS HERZ Jedes Mal, wenn dieser Charakter in deinem Zug durch eine Herausforderung einen anderen Charakter verbannt, sammelst du 2 Legenden.	Maui: Schon mal ein Lavamonster besiegt? Vaiana: Nein. Und du?	192	Andrew Trabbold
Tinker Bell, Giant Fairy	1	14bb99f81147d2705f53a1d75337b2ec3e10d23a	Naseweis, Gigantische Fee	Character	Fee, Verbundete, Flutgestalt	SUPER	STEEL	6	True	4	5	2	Gestaltwandel	1 TFC DE 193/204	Gestaltwandel 4 (Du kannst 4 zahlen, um diesen Charakter auf einen deiner Naseweis-Charaktere auszuspielen.) FLUTWELLE Wenn du diesen Charakter ausspielst, fuge jedem gegnerischen Charakter 1 Schaden zu. MICKRIGER PIRAT! Jedes Mal, wenn dieser Charakter in deinem Zug einen anderen Charakter durch eine Herausforderung verbannt, darfst du einem gegnerischen Charakter deiner Wahl 2 Schaden zufugen.		193	Cookie
Tinker Bell, Tiny Tactician	1	2a79f14120945873482b7823caabe2fcde848722	Naseweis, Winzige Taktikerin	Character	Fee, Verbundete, Traumgestalt	COMMON	STEEL	3	True	2	4	1		1 TFC DE 194/204	SCHLACHTPLANE Ziehe 1 Karte. Wahle danach 1 Karte aus deiner Hand und wirf sie ab.	Manchmal braucht man nur ein kleines taktisches Genie.	194	Grace Tran
A Whole New World	1	752ae7bdbb96bf25280b55990570beabf2048ce0	Ein Traum Wird Wahr	Action	Lied	SUPER	STEEL	5	False					1 TFC DE 195/204	(Du kannst einen Charakter, der 5 oder mehr kostet, , damit er dieses Lied kostenlos singt.) Alle Mitspielenden werfen die Karten aus ihrer Hand ab und ziehen je 7 Karten.	Flieg mit mir um die Welt ...	195	Koni
Break	1	4dea1daedbe9dc1d643b0f0eb8ab57c7d532f771	Zerfetzen	Action		COMMON	STEEL	2	True					1 TFC DE 196/204	Verbanne einen Gegenstand deiner Wahl.	Niemand verfallt so in Rage wie das Biest.	196	Grace Tran
