Name	Set	ImageFile	Name FR	Type	Subtypes	Rarity	Color	Cost	Inkwell	Strength	Willpower	Quest	Abilities	Identifier	Rules	Flavor	Number	Artist
Belle, Inventive Engineer	1	c9ca442765657fc90e9e779c34d0d2259d2c3c5b	BELLE, Inventrice	Character	Dreamborn, Princesse, Heros, Inventeur	UNCOMMON	SAPPHIRE	3	True	2	3	2		1 TFC FR 141/204	BRICOLEUSE Lorsque ce personnage est envoye a l'aventure, le prochain objet que vous jouez durant ce tour coute 1 de moins.	Un peu d'ingeniosite et beaucoup de coeur t'emmeneront loin dans ce monde.	141	Gabriel Romero / Pix Smith
Belle, Strange but Special	1	2a2b47bf21a372f267deccbb420567f3d450b3c0	BELLE, Etrange demoiselle	Character	Heros, Storyborn, Princesse	LEGENDARY	SAPPHIRE	4	True	2	4	1		1 TFC FR 142/204	LIRE UN LIVRE A chaque tour, vous pouvez placer une carte supplementaire de votre main dans votre reserve d'encre. MON PASSAGE PREFERE! Tant que vous avez 10 cartes ou plus dans votre reserve d'encre, ce personnage a +4.	J'aime les romans de cape et d'epee, plein de magie et de princes ensorceles.	142	Alice Pisoni
Chief Tui, Respected Leader	1	f47aea8bdcbd1179a1f3d91e6afeeb259488f2d1	TUI, Chef respecte	Character	Storyborn, Roi, Mentor	UNCOMMON	SAPPHIRE	7	True	3	6	3	Soutien	1 TFC FR 143/204	ERRATA: Soutien (Lorsque ce personnage est envoye a l'aventure, vous pouvez ajouter sa a celle d'un autre personnage au choix pour le reste de ce tour.)	Tu pourras toujours compter sur la force de ceux qui t'aiment.	143	Pirel
Donald Duck, Strutting His Stuff	1	7320828c9153b2a9848d6bc45d3544236b22fc48	DONALD, Inventeur fanfaron	Character	Dreamborn, Heros, Inventeur	COMMON	SAPPHIRE	5	True	4	3	2	Hors d'atteinte	1 TFC FR 144/204	Hors d'atteinte (Les adversaires ne peuvent pas choisir ce personnage, hormis pour un defi.)	Marcher malin, aller plus loin... et travailler moins!	144	Cam Kendell
Flounder, Voice of Reason	1	50336bc687eb161ee9fb0ddb8cf2b7e65bad865f	POLOCHON, La voix de la raison	Character	Allie, Storyborn	COMMON	SAPPHIRE	1	True	2	2	1		1 TFC FR 145/204		Le risque... l'aventure... le danger qui vous frole les nageoires. Aaaah!	145	Brian Weisz
Gramma Tala, Storyteller	1	3fcfb99ec010d4a8ba364f43169465d91ca39ada	GRAND-MERE TALA, Conteuse	Character	Mentor, Storyborn	UNCOMMON	SAPPHIRE	2	True	1	1	1		1 TFC FR 146/204	TOUJOURS PRES DE TOI Lorsque ce personnage est banni, vous pouvez la placer dans votre reserve d'encre, face cachee et epuisee.	Vaiana: Y a-t-il quelque chose que tu veux me dire? Grand-mere Tala: Y a-t-il une chose que tu aimerais entendre?	146	Filipe Laurentino
Hades, Infernal Schemer	1	b3c0730cf3f50613e40561e67c871fdb92820cf9	HADES, Conspirateur infernal	Character	Dreamborn, Mechant, Dieu	LEGENDARY	SAPPHIRE	7	False	3	6	2		1 TFC FR 147/204	Y AURAIT-IL UN OS LA-DESSOUS? Lorsque vous jouez ce personnage, vous pouvez choisir un personnage adverse et le placer, face cachee, dans la reserve d'encre de son proprietaire.	Il doit avoir une faiblesse puisque tout le monde a une faiblesse.	147	Matthew Robert Davies
Jasmine, Disguised	1	536fb6934062440c464ca2eef82b0be8e6b36cc8	JASMINE, Deguisee	Character	Storyborn, Princesse	COMMON	SAPPHIRE	3	True	3	3	2		1 TFC FR 148/204		Essaie de me comprendre. On ne me laisse jamais faire quoi que ce soit. Je n'ai pas un seul veritable ami... On ne m'a jamais permis de franchir la porte du palais.	148	R. La Barbera / L. Giammichele
Jasmine, Queen of Agrabah	1	39dfc9ffd3253c48c9af5dd55c4b3e4b4b5e6229	JASMINE, Reine d'Agrabah	Character	Princesse, Heros, Reine, Floodborn	RARE	SAPPHIRE	5	True	2	5	2	Alter	1 TFC FR 149/204	Alter 3 (Vous pouvez payer 3 pour jouer ce personnage sur l'un de vos personnages Jasmine.) PROTECTRICE Lorsque vous jouez ce personnage ou qu'elle est envoyee a l'aventure, vous pouvez retirer jusqu'a 2 jetons Dommage de chacun de vos personnages.		149	Filipe Laurentino
Maleficent, Sinister Visitor	1	13682ac418603aa0966369d46bbf282f562acf47	MALEFIQUE, Sinistre visiteuse	Character	Storyborn, Mage, Mechant	COMMON	SAPPHIRE	4	True	3	4	2		1 TFC FR 150/204		La princesse, en grandissant, aura la grace et la beaute. Chacun l'aimera et lui sera devoue. Mais ma volonte est telle qu'avant l'aube de ses seize ans, elle se piquera le doigt a la pointe d'une quenouille.	150	Nicholas Kole
Maleficent, Uninvited	1	b16a457a3302d7c1f4563df2ffc96dccf3779af7	MALEFIQUE, Indesirable	Character	Dreamborn, Mage, Mechant	RARE	SAPPHIRE	5	True	3	6	3		1 TFC FR 151/204		Elle n'avait pas ete invitee... et n'avait nullement besoin qu'on l'annonce.	151	Gaku Kumatori
Maurice, World-Famous Inventor	1	ac2646028f5b8b9bbf7a967f4ac71b8866135211	MAURICE, Le plus celebre des inventeurs	Character	Dreamborn, Inventeur, Mentor	RARE	SAPPHIRE	6	True	2	7	2		1 TFC FR 152/204	VOYONS VOIR SI CA MARCHE Lorsque ce personnage est envoye a l'aventure, le prochain objet que vous jouez durant ce tour coute 2 de moins. CA MARCHE! Lorsque vous jouez un objet, vous pouvez piocher une carte.		152	Alex Accorsi
Merlin, Self-Appointed Mentor	1	a6f16ab483da9847d431a822e6c85e144dc54f30	MERLIN, Mentor autoproclame	Character	Dreamborn, Mage, Mentor	COMMON	SAPPHIRE	4	True	3	4	1	Soutien	1 TFC FR 153/204	Soutien (Lorsque ce personnage est envoye a l'aventure, vous pouvez ajouter sa a celle d'un autre personnage au choix pour le reste de ce tour.)	Quelle pagaille! Quelle crasse medievale! Moustique, il faut qu'on modernise ca.	153	Dave Beauchene
Mickey Mouse, Detective	1	06349be70bd2d5dd98d36b9b8dba0a057500fdac	MICKEY MOUSE, Detective	Character	Dreamborn, Heros, Detective	COMMON	SAPPHIRE	3	False	1	3	1		1 TFC FR 154/204	UN INDICE Lorsque vous jouez ce personnage, vous pouvez placer la premiere carte de votre pioche dans votre reserve d'encre, face cachee et epuisee.	D'ou que proviennent ces algues, Mickey Mouse etait sur d'une chose: il y avait anguille sous roche.	154	Jared Nickerl
Mufasa, King of the Pride Lands	1	9d8974baddfc0e53300829f37e5fc88b0f5ce61b	MUFASA, Roi de la Terre des Lions	Character	Storyborn, Roi, Mentor	COMMON	SAPPHIRE	6	True	4	6	3		1 TFC FR 155/204		Un roi se doit de prendre soin de toutes les creatures de son royaume, quelle que soit leur taille.	155	Luis Huerta
Philoctetes, Trainer of Heroes	1	6052521b7625e31d4ee9cc706732484fcf850877	PHILOCTETE, Entraineur de heros	Character	Mentor, Storyborn	COMMON	SAPPHIRE	2	True	3	1	1	Soutien	1 TFC FR 156/204	Soutien (Lorsque ce personnage est envoye a l'aventure, vous pouvez ajouter sa a celle d'un autre personnage au choix pour le reste de ce tour.)	Il faut etre le meilleur pour entrainer les meilleurs. Et j'entraine les meilleurs!	156	Leonardo Giammichele
Robin Hood, Unrivaled Archer	1	097ccd4f03d962011101c1221009e53461a0993f	ROBIN DES BOIS, Archer sans egal	Character	Heros, Storyborn	SUPER	SAPPHIRE	6	True	4	4	2		1 TFC FR 157/204	NOURRIR LES PAUVRES Si un adversaire a plus de cartes en main que vous lorsque vous jouez ce personnage, piochez une carte. JOLI TIR Durant votre tour, ce personnage gagne Insaisissable. (Il peut defier les personnages avec Insaisissable.)	Nous autres... Nous empruntons a ceux qui ont trop de fortune.	157	John Loren
Scar, Mastermind	1	a3d12597f93e80f7f6a229cebb1c3e10d4f34ec3	SCAR, Manipulateur	Character	Mechant, Storyborn	RARE	SAPPHIRE	6	True	5	4	2		1 TFC FR 158/204	COMPLOT INSIDIEUX Lorsque vous jouez ce personnage, choisissez un personnage adverse qui subit -5 pour le reste de ce tour.	Tout bon plan a sa part de danger. Mais pas pour moi.	158	Bill Robinson
Tamatoa, So Shiny!	1	6b6277afcb65d33525545904e95c2fa240632660	TAMATOA, Bling-bling	Character	Mechant, Storyborn	SUPER	SAPPHIRE	8	True	5	8	1		1 TFC FR 159/204	MAIS QU'AVONS NOUS LA? Lorsque vous jouez ce personnage ou qu'il est envoye a l'aventure, vous pouvez reprendre en main une carte objet de votre defausse. SPLENDIDE Ce personnage a +1 pour chaque objet que vous avez en jeu.	Je suis fier d'etre bling-bling, comme un diamant au milieu de l'ocean.	159	Leonardo Giammichele
Triton, The Sea King	1	be057d4ca44c10a0fc1dfcffd99cce1490291dc7	TRITON, Roi des Oceans	Character	Roi, Storyborn	UNCOMMON	SAPPHIRE	7	True	5	9	2		1 TFC FR 160/204		Parce que je l'ai dit! N'est-ce pas suffisant comme raison?	160	Cristian Romero
Develop Your Brain	1	0159a99ed28b0581890608d24ada9decc4874197	DEVELOPPE TON CERVEAU	Action		COMMON	SAPPHIRE	1	True					1 TFC FR 161/204	Regardez les 2 premieres cartes de votre pioche. Ajoutez-en une a votre main et remettez l'autre sous votre pioche.	Le savoir conduit a la puissance! - Merlin	161	Pao Yong
If it's Not Baroque	1	ae1e7198bc3074ff1b2e9ff520c30bc1898d038e	SI C'EST PAS BAROQUE...	Action		RARE	SAPPHIRE	3	False					1 TFC FR 162/204	Reprenez en main une carte objet de votre defausse.	... c'est du toc!	162	Kenneth Anderson
Let It Go	1	fd93751649ac3ea8f8772ba49c8c1fe068002835	LIBEREE, DELIVREE	Action	Chanson	RARE	SAPPHIRE	5	True					1 TFC FR 163/204	(Vous pouvez un personnage coutant 5 ou plus pour chanter cette chanson gratuitement.) Choisissez un personnage et placez-le dans la reserve d'encre de son proprietaire, face cachee et epuisee.	Je veux voir ce que je peux faire de cette magie pleine de mysteres.	163	Milica Celikovic
One Jump Ahead	1	a929eb33e338738d2a91e955ce7623764480253c	JE VOLE	Action	Chanson	UNCOMMON	SAPPHIRE	2	False					1 TFC FR 164/204	(Vous pouvez un personnage coutant 2 ou plus pour chanter cette chanson gratuitement.) Placez la premiere carte de votre pioche dans votre reserve d'encre, face cachee et epuisee.	Faut manger pour vivre, voler pour manger. Ca je vous l'expliquerai, mais une autre fois.	164	Bill Robinson
Work Together	1	74cbd2c215c2c13c4b6110ada96de8891b355dda	TRAVAIL D'EQUIPE	Action		COMMON	SAPPHIRE	1	True					1 TFC FR 165/204	Choisissez un personnage, il gagne Soutien pour le reste de ce tour. (Lorsque ce personnage est envoye a l'aventure, vous pouvez ajouter sa a celle d'un autre personnage au choix pour le reste de ce tour.)	Pacha: Ah, il a bon dos le paysan! Kuzco: Je vous le fais pas dire!	165	Bill Robinson
Coconut Basket	1	69e56976fc9bee70c1d2eaa85c0c8dea9f722a2f	PANIER DE NOIX DE COCO	Item		UNCOMMON	SAPPHIRE	2	True					1 TFC FR 166/204	NOUS AVONS LA NOIX DE COCO Lorsque vous jouez un personnage, vous pouvez choisir un autre personnage et lui retirer jusqu'a 2 jetons Dommage.	La noix de coco est un don des dieux dont on peut tirer pratiquement tout ce dont on a besoin... y compris des paniers pour transporter encore plus de noix de coco.	166	Milica Celikovic
Eye of the Fates	1	708a77db476d737e54b8bf4663fc79b346d696d2	OEIL DES MOIRES	Item		UNCOMMON	SAPPHIRE	4	True					1 TFC FR 167/204	VOIR L'AVENIR pour le reste de ce tour.	Tu peux changer l'avenir, une fois que tu sais... ou regarder.	167	Ron Baird
Fishbone Quill	1	f76b2ea6b45eff3bc8e4399145cc17a0601f5c8d	PLUME EN FORME D'ARETE	Item		RARE	SAPPHIRE	3	True					1 TFC FR 168/204	SIGNE! - Placez une carte de votre main dans votre reserve d'encre, face cachee.	Si tu veux vraiment passer le pont, il faut payer l'addition. - Ursula	168	Tanisha Cherislin
Magic Golden Flower	1	2659fc519890c924f82b4475ddd71b058178d02b	FLEUR AUX PETALES D'OR	Item		COMMON	SAPPHIRE	1	True					1 TFC FR 169/204	POLLEN GUERISSEUR Bannissez cet objet - Choisissez un personnage et retirez-lui jusqu'a 3 jetons Dommage.	Il etait une fois, une larme de soleil tombee des cieux... - Flynn Rider.	169	Cory Godbey
Scepter of Arendelle	1	717b2f3d8816830549097908c134e1729c516542	SCEPTRE D'ARENDELLE	Item		UNCOMMON	SAPPHIRE	1	True					1 TFC FR 170/204	COMMANDEMENT a celle d'un autre personnage au choix pour le reste de ce tour.)		170	Grace Tran
Aladdin, Cornered Swordsman	1	94940e534aedd3f6d9bb77c6322f6641dbb7432a	ALADDIN, Hors-la-loi accule	Character	Heros, Storyborn	COMMON	STEEL	2	True	2	1	2		1 TFC FR 171/204		Oh, oh! On dirait que le vaurien a trouve un sabre... et du courage! - Razoul	171	Randy Bishop
Beast, Hardheaded	1	c1aa04bf421e5b38c3d18933e9994d3f289def65	LA BETE, Colerique et aigrie	Character	Heros, Storyborn, Prince	UNCOMMON	STEEL	5	True	4	4	2		1 TFC FR 172/204	DESTRUCTION Lorsque vous jouez ce personnage, vous pouvez choisir un objet et le bannir.	Elle te voit comme un tortionnaire et comme un monstre.	172	Cookie
Captain Hook, Captain of the Jolly Roger	1	572e20738130fddc7c389f2ab14f4e4b22a97c39	CAPITAINE CROCHET, Capitaine du Jolly Roger	Character	Capitaine, Storyborn, Mechant, Pirate	RARE	STEEL	4	False	3	4	1		1 TFC FR 173/204	DOUBLEZ LES CHARGES! Lorsque vous jouez ce personnage, vous pouvez reprendre en main une carte action ALLUMEZ LES MECHES! de votre defausse.	C'est magnifique Monsieur Mouche, on va faire d'une pierre quatre coups.	173	Adrianne Gumaya
Captain Hook, Forceful Duelist	1	d094700e379f0fb3b543e25c77f8e4b3e068f057	CAPITAINE CROCHET, Duelliste aguerri	Character	Dreamborn, Capitaine, Mechant, Pirate	COMMON	STEEL	1	True	1	2	1	Offensif	1 TFC FR 174/204	Offensif +2 (Lorsqu'il defie, ce personnage gagne +2.)	Pieger les eclaireurs ennemis illumine son sourire.	174	Marcel Berg
Captain Hook, Thinking a Happy Thought	1	04f1241ed2b1b531c2c853ce1eeff952cd0f40f3	CAPITAINE CROCHET, Reve d'aventure	Character	Capitaine, Mechant, Floodborn, Pirate	RARE	STEEL	5	False	2	5	1	Alter	1 TFC FR 175/204	Alter 3 (Vous pouvez payer 3.) POUSSIERE VOLEE Les personnages coutant 3 ou moins ne peuvent pas defier ce personnage.		175	Elliot Bocxtaele
Cerberus, Three-Headed Dog	1	5c8f5ac0b7ad23c110793ad1fcf4d3c8d41344d5	CERBERE, Chien a trois tetes	Character	Storyborn	COMMON	STEEL	5	True	5	6	1		1 TFC FR 176/204		Toujours vigilant. Toujours feroce. Toujours... a se disputer la balle.	176	Oleg Yurkov
Donald Duck, Musketeer	1	26e7458dc56ab2830fadba7bd2c1aa10e981518d	DONALD, Mousquetaire	Character	Dreamborn, Heros, Mousquetaire	UNCOMMON	STEEL	4	True	2	5	1	Rempart	1 TFC FR 177/204	Rempart (Ce personnage peut entrer en jeu epuise. Lorsqu'il vous defie, un personnage adverse doit, si possible, choisir l'un de vos personnages avec Rempart.) RESTEZ SUR VOS GARDES! Durant votre tour, vos personnages Mousquetaires gagnent Insaisissable. (Ils peuvent defier les personnages avec Insaisissable.)		177	Dav Augereau
Gantu, Galactic Federation Captain	1	25293f2761d658cc70c19515861842d712751bdc	GANTU, Capitaine de la Federation Galactique	Character	Alien, Storyborn, Capitaine	LEGENDARY	STEEL	8	True	6	6	2		1 TFC FR 178/204	EN ETAT D'ARRESTATION Les personnages coutant 2 ou moins ne peuvent pas defier vos personnages.	Alors, detends-toi, profite du voyage... et au cas ou il te viendrait des idees...	178	Luis Huerta
Goons, Maleficent's Underlings	1	9e44d2771c052d44058245eda6cb334689ca78cc	CREATURES, Sbires de Malefique	Character	Allie, Storyborn	COMMON	STEEL	1	True	2	2	1		1 TFC FR 179/204		Ils semblent inutiles, mais ils etaient livres avec le chateau.	179	Cam Kendell
Hans, Thirteenth in Line	1	ec7f1f65067126f3b2bd1037de8a18d0db2ec84b	HANS, Treizieme heritier	Character	Storyborn, Prince, Mechant	SUPER	STEEL	4	True	3	3	2		1 TFC FR 180/204	UN PETIT ACCIDENT Lorsque ce personnage est envoye a l'aventure, vous pouvez choisir un personnage et lui infliger 1 dommage.	Fatigue d'etre le dernier, il decida de passer avant tout le monde.	180	Kendall Hale
Hercules, True Hero	1	aee544ceddfe7ab69a02f82bdf8ce6ea3862ff02	HERCULE, Vrai heros	Character	Dreamborn, Heros, Prince	COMMON	STEEL	3	True	3	3	1	Rempart	1 TFC FR 181/204	Rempart (Ce personnage peut entrer en jeu epuise. Lorsqu'il vous defie, un personnage adverse doit, si possible, choisir l'un de vos personnages avec Rempart.)	Tu dois admettre que... c'etait plutot heroique.	181	Marcel Berg
Kristoff, Official Ice Master	1	58f0744907ea8bd8e0f51e568f1536289ceb40a5	KRISTOFF, Maitre glacier officiel	Character	Allie, Storyborn	COMMON	STEEL	3	True	3	3	2		1 TFC FR 182/204		Kristoff: Tu voulais me parler de l'offre et de la demande? Je gagne ma vie en vendant des pains de glace. Anna: Ouh, le commerce ne doit pas etre tres florissant par les temps qui courent... je veux dire, hum, c'est vraiment... pas de chance.	182	Ron Baird
Kronk, Right-Hand Man	1	dc685e2c3fd7a3a63944383a54aa249ea27f5fdd	KRONK, Fidele bras droit	Character	Allie, Storyborn	UNCOMMON	STEEL	6	True	6	6	2		1 TFC FR 183/204		Oh oui, tous les morceaux se recollent.	183	Jake Parker
Lilo, Galactic Hero	1	bcf814ab41506290ab1b8158ebda6ee61b4bb579	LILO, Heroine galactique	Character	Heros, Dreamborn	UNCOMMON	STEEL	3	True	4	2	2		1 TFC FR 184/204		L'espace! C'est de la que viennent les extraterrestres... et aussi les touristes!	184	Jared Nickerl
Maui, Demigod	1	cfa2ed2aac6d61f44ca9cba73e1e8946b7cd7d22	MAUI, Demi-dieu	Character	Heros, Storyborn, Dieu	RARE	STEEL	8	True	8	8	3		1 TFC FR 185/204		Lorsque les dieux t'offrent un bateau, tu l'acceptes... mais tu n'es pas oblige de garder son proprietaire.	185	Isaiah Mesq
Mickey Mouse, Musketeer 	1	87d538ef1c1db71603e60f278446c86470162380	MICKEY MOUSE, Mousquetaire	Character	Dreamborn, Heros, Mousquetaire	RARE	STEEL	6	True	2	7	2	Rempart	1 TFC FR 186/204	Rempart (Ce personnage peut entrer en jeu epuise. Un personnage adverse qui defie l'un de vos personnages doit, si possible, en choisir un avec Rempart.) TOUS POUR UN Vos autres personnages Mousquetaire ont +1.		186	Jochem Van Gool
Prince Eric, Dashing and Brave	1	f67462663a512121ffada791890b558ee8b38773	PRINCE ERIC, Fougueux et courageux	Character	Heros, Storyborn, Prince	COMMON	STEEL	2	True	1	3	1	Offensif	1 TFC FR 187/204	Offensif +2 (Lorsqu'il defie, ce personnage gagne +2.)	Je l'ai deja perdue une fois. Je ne veux pas recommencer.	187	Cristian Romero
Simba, Future King	1	acf1fffc01dc0193aa07d0b1de723c292a2c826d	SIMBA, Futur roi	Character	Heros, Storyborn, Prince	COMMON	STEEL	1	True	1	2	1		1 TFC FR 188/204	TU SAIS QUOI? Lorsque vous jouez ce personnage, vous pouvez piocher une carte puis en defaussez une.	Je serai le meilleur roi que la Terre des Lions ait jamais vu.	188	Nicholas Kole
Simba, Returned King	1	e54183e2a040e6c09e61eb22d542e3d57074b351	SIMBA, Roi de retour	Character	Heros, Storyborn, Roi	RARE	STEEL	7	True	4	6	2	Offensif	1 TFC FR 189/204	Offensif +4 (Lorsqu'il defie, ce personnage gagne +4.) BOND Durant votre tour, ce personnage gagne Insaisissable. (Il peut defier les personnages avec Insaisissable.)	Je ferais n'importe quoi pour sauver mon royaume.	189	Nicholas Kole
Simba, Rightful Heir	1	3a2dc677d8e85ac856541744e288d504882feb36	SIMBA, Heritier legitime	Character	Heros, Storyborn, Prince	UNCOMMON	STEEL	5	False	3	5	2		1 TFC FR 190/204	JE SAIS CE QUE JE DOIS FAIRE Lorsque ce personnage en bannit un autre via un defi durant votre tour, vous gagnez 1 eclat de Lore.	Je ne peux me cacher indefiniment. Il est temps d'accepter mon destin.	190	Cookie
Starkey, Hook's Henchman	1	2fcc820fc1d95b1e8a3a219c7e3689bb8d65042c	MONSIEUR STARKEY, Acolyte de Crochet	Character	Pirate, Storyborn, Allie	UNCOMMON	STEEL	5	True	5	4	1		1 TFC FR 191/204	OUI, CAPITAINE Ce personnage a +1 tant que vous avez au moins un personnage Capitaine en jeu.	Un pirate doit etre resistant, loyal et fort. Elegant ne fait pas partie de cette liste.	191	Leonardo Giammichele
Te Ka, Heartless	1	19a448c01aa2e7d55979473b647e282459995b85	TE KA, Sans coeur	Character	Dreamborn, Mechant, Dieu	LEGENDARY	STEEL	6	True	5	5	2		1 TFC FR 192/204	CHERCHE LE COEUR Lorsque ce personnage en bannit un autre via un defi durant votre tour, vous gagnez 2 eclats de Lore.	Maui: T'as deja vaincu un monstre de lave, toi? Vaiana: Non, et toi?	192	Andrew Trabbold
Tinker Bell, Giant Fairy	1	14bb99f81147d2705f53a1d75337b2ec3e10d23a	LA FEE CLOCHETTE, Fee geante	Character	Fee, Floodborn, Allie	SUPER	STEEL	6	True	4	5	2	Alter	1 TFC FR 193/204	Alter 4 (Vous pouvez payer 4 pour jouer ce personnage sur un autre personnage Clochette) SECOUE LE BATEAU Lorsque vous jouez ce personnage, infligez 1 dommage a chaque personnage adverse. PETIT PIRATE! Lorsque ce personnage en bannit un autre via un defi durant votre tour, vous pouvez choisir un personnage adverse et lui infliger 2 dommages.		193	Cookie
Tinker Bell, Tiny Tactician	1	2a79f14120945873482b7823caabe2fcde848722	LA FEE CLOCHETTE, Mini tacticienne	Character	Dreamborn, Fee, Allie	COMMON	STEEL	3	True	2	4	1		1 TFC FR 194/204	PLANS DE BATAILLE - Piochez une carte puis defaussez-en une.	Parfois, tout ce qu'il faut c'est un soupcon de genie tactique.	194	Grace Tran
A Whole New World	1	752ae7bdbb96bf25280b55990570beabf2048ce0	CE REVE BLEU	Action	Chanson	SUPER	STEEL	5	False					1 TFC FR 195/204	(Vous pouvez un personnage coutant 5 ou plus pour chanter cette chanson gratuitement.) Chaque joueur defausse sa main et pioche 7 cartes.	Mille et une splendeurs	195	Koni
Break	1	4dea1daedbe9dc1d643b0f0eb8ab57c7d532f771	DECHIQUETE	Action		COMMON	STEEL	2	True					1 TFC FR 196/204	Choisissez un objet et bannissez-le.	Personne ne pique une colere comme la Bete.	196	Grace Tran
Fire the Cannons!	1	61188f24396807ba7ca38919a158766de935852e	ALLUMEZ LES MECHES !	Action		COMMON	STEEL	1	False					1 TFC FR 197/204	Choisissez un personnage et infligez-lui 2 dommages.	Capitaine Crochet: Doublez les charges et raccourcissez les amorces! Monsieur Mouche: Raccourcissez les charges et doublez les amorces!	197	Matt Chapman
Grab Your Sword	1	c837307a9a2ad4d08ca61a4f1bd848ba3d6890fc	TUONS LA BETE !	Action	Chanson	RARE	STEEL	5	False					1 TFC FR 198/204	(Vous pouvez un personnage coutant 5 ou plus pour chanter cette chanson gratuitement.) Infligez 2 dommages a chaque personnage adverse.	L'inconnu nous effraie, l'imprevu nous terrorise. Et cette chose mysterieuse nous inquiete. Compagnons, a vos armes!	198	Peter Brockhammer
Ransack	1	2952aeca0fe15cf310ede96c437acb94b2b208f1	SENS DESSUS DESSOUS	Action		UNCOMMON	STEEL	2	True					1 TFC FR 199/204	Piochez 2 cartes puis defaussez 2 cartes.	Qui prend le temps de lire les etiquettes?	199	Amber Kommavongsa
Smash	1	9f9af029585ba014e07cd3910ca976cf56160616	FRACASSER !	Action		UNCOMMON	STEEL	3	True					1 TFC FR 200/204	Choisissez un personnage et infligez-lui 3 dommages.	Allez-vous en!	200	Simangaliso Sibaya
Beast's Mirror	1	7f03f3f2febc46f3fa832d98251b0c98f64bc19b	MIROIR DE LA BETE	Item		COMMON	STEEL	2	True					1 TFC FR 201/204	MONTRE-MOI - Si vous n'avez plus de carte en main, piochez une carte.	Horrifiee par son aspect effroyable, la Bete se terra au fond de son chateau avec, pour seule fenetre sur le monde exterieur, un miroir magique.	201	Samanta Erdini
Frying Pan	1	1e7b95c5614637fdcde70eb7f2d109134c95c6bf	POELE A FRIRE	Item		UNCOMMON	STEEL	2	True					1 TFC FR 202/204	BANG! Bannissez cet objet - Choisissez un personnage qui ne pourra pas defier durant son prochain tour.	C'est un bon ustensile de cuisine, mais comme arme, c'est vraiment etourdissant.	202	Kamil Murzyn
Musketeer Tabard 	1	a165fbd61c277745f187eaac7182d9c05d0d1171	TABARD DE MOUSQUETAIRE	Item		RARE	STEEL	4	False					1 TFC FR 203/204	UN POUR TOUS, TOUS POUR UN Chaque fois qu'un de vos personnages avec Rempart est banni, vous pouvez piocher une carte.	Rien de tel qu'un mousquetaire solitaire.	203	Dav Augereau
Plasma Blaster	1	1cc641954099c249e0e4ef0402da3fd0364d95f0	PISTOLET A PLASMA	Item		RARE	STEEL	3	False					1 TFC FR 204/204	TIR RAPIDE - Choisissez un personnage et infligez-lui 1 dommage.	Tu n'as pas besoin de dire 'pew pew' quand tu l'utilises, mais ca ne fait pas de mal. -- Lilo, Heroine galactique	204	Oleg Yurkov
Hades, King of Olympus	1	5f1cd7c3fb68ae7c679f8c33966610670d32ff1e	HADES, Roi de l'Olympe	Character	Mechant, Roi, Flodborn, Dieu	ENCHANTED	AMBER	8	False	6	7	1		1 TFC FR 205/204	Alter 6 (Vous pouvez payer 6 pour chaque autre personnage Mechant que vous avez en jeu.		205	Juan Diego Leon
Stitch, Carefree Surfer	1	4afa8f9e90756f0f919a124a1dfbba19be004edc	STITCH, Surfer insouciant	Character	Heros, Dreamborn, Alien	ENCHANTED	AMBER	7	True	4	8	2		1 TFC FR 206/204	OHANA Si vous avez au moins 2 autres personnages en jeu lorsque vous jouez ce personnage, vous pouvez piocher 2 cartes.		206	Milica Celikovic
Elsa, Spirit of Winter	1	3be76cc016a8c850661956c5f71d14c621cf6a69	ELSA, Esprit de l'hiver	Character	Reine, Floodborn, Mage, Heros	ENCHANTED	AMETHYST	8	False	4	6	3	Alter	1 TFC FR 207/204	Alter 6 (Vous pouvez payer 6 pour jouer ce personnage sur l'un de vos personnages Elsa.) GEL INTENSE Lorsque vous jouez ce personnage, choisissez jusqu'a 2 personnages et epuisez-les. Ils ne peuvent pas etre redresses au debut de leur prochain tour.		207	Matthew Robert Davies
Mickey Mouse, Wayward Sorcerer	1	baab34018148392463ef4c49b5a924409cf5f7b0	MICKEY, Sorcier renegat	Character	Mage, Dreamborn	ENCHANTED	AMETHYST	4	True	3	4	2		1 TFC FR 208/204	ANIMER LES BALAIS Les personnages Balai vous coutent 1 de moins a jouer. TRAVAILLEUR INFATIGABLE Si l'un de vos personnages Balai est banni via un defi, vous pouvez le reprendre en main.		208	Cam Kendell
Genie, On the Job	1	acfdd18ea7f4a2ba74132ba977dc207204142994	GENIE, Fait le show	Character	Allie, Storyborn	ENCHANTED	EMERALD	6	False	3	4	2	Insaisissable	1 TFC FR 209/204	Insaisissable (Seuls les personnages avec Insaisissable peuvent defier ce personnage.) TU DISPARAIS Lorsque vous jouez ce personnage, choisissez un personnage et renvoyez-le dans la main de son proprietaire.	Abracadabra, on s'eclate et tu disparaitras par magie.	209	Cristian Romero
Mickey Mouse, Artful Rogue	1	135debd4837026bf06c7bfc5d1e0c6a31611af1d	MICKEY, Bandit ruse	Character	Heros, Floodborn	ENCHANTED	EMERALD	7	False	6	5	2		1 TFC FR 210/204	Alter 5 (Vous pouvez payer 5 pour jouer ce personnage sur l'un de vos personnages Mickey MAUVAISE ORIENTATION Chaque fois que vous jouez une carte action, choisissez un personnage adverse. Il ne peut pas etre envoye a l'aventure durant son prochain tour.		210	Kendall Hale
